"","date","n"
"2228",2019-06-23,1
"2229",2019-06-24,3
"2230",2019-06-25,3
"2231",2019-06-26,2
"2232",2019-06-27,7
"2233",2019-06-28,7
"2234",2019-06-29,1
"2235",2019-07-01,6
"2236",2019-07-02,4
"2237",2019-07-03,5
"2238",2019-07-04,2
"2239",2019-07-05,6
"2240",2019-07-06,1
"2241",2019-07-07,4
"2242",2019-07-08,1
"2243",2019-07-09,6
"2244",2019-07-10,4
"2245",2019-07-13,5
"2246",2019-07-14,3
"2247",2019-07-15,5
"2248",2019-07-16,4
"2249",2019-07-17,6
"2250",2019-07-18,4
"2251",2019-07-19,1
"2252",2019-07-20,1
"2253",2019-07-21,2
"2254",2019-07-22,2
"2255",2019-07-23,4
"2256",2019-07-25,2
"2257",2019-07-26,3
"2258",2019-07-27,1
"2259",2019-07-28,2
"2260",2019-07-29,1
"2261",2019-07-30,1
"2262",2019-07-31,5
"2263",2019-08-01,6
"2264",2019-08-02,3
"2265",2019-08-03,4
"2266",2019-08-04,4
"2267",2019-08-05,6
"2268",2019-08-06,2
"2269",2019-08-07,2
"2270",2019-08-08,4
"2271",2019-08-09,4
"2272",2019-08-10,2
"2273",2019-08-11,2
"2274",2019-08-12,2
"2275",2019-08-13,6
"2276",2019-08-14,2
"2277",2019-08-15,2
"2278",2019-08-16,2
"2279",2019-08-17,4
"2280",2019-08-18,3
"2281",2019-08-19,3
"2282",2019-08-21,4
"2283",2019-08-22,7
"2284",2019-08-23,2
"2285",2019-08-24,2
"2286",2019-08-25,1
"2287",2019-08-26,2
"2288",2019-08-27,5
"2289",2019-08-28,3
"2290",2019-08-29,1
"2291",2019-08-30,5
"2292",2019-08-31,6
"2293",2019-09-01,3
"2294",2019-09-02,3
"2295",2019-09-03,3
"2296",2019-09-04,3
"2297",2019-09-05,4
"2298",2019-09-06,1
"2299",2019-09-07,2
"2300",2019-09-08,2
"2301",2019-09-09,3
"2302",2019-09-10,1
"2303",2019-09-11,2
"2304",2019-09-12,4
"2305",2019-09-13,2
"2306",2019-09-14,4
"2307",2019-09-15,3
"2308",2019-09-16,7
"2309",2019-09-17,4
"2310",2019-09-18,5
"2311",2019-09-19,4
"2312",2019-09-20,3
"2313",2019-09-21,2
"2314",2019-09-22,2
"2315",2019-09-23,2
"2316",2019-09-24,2
"2317",2019-09-25,3
"2318",2019-09-26,3
"2319",2019-09-27,1
"2320",2019-09-29,8
"2321",2019-09-30,2
"2322",2019-10-01,3
"2323",2019-10-03,1
"2324",2019-10-04,1
"2325",2019-10-05,2
"2326",2019-10-06,3
"2327",2019-10-07,2
"2328",2019-10-08,4
"2329",2019-10-09,2
"2330",2019-10-10,3
"2331",2019-10-11,4
"2332",2019-10-12,3
"2333",2019-10-13,3
"2334",2019-10-14,4
"2335",2019-10-15,5
"2336",2019-10-16,2
"2337",2019-10-17,4
"2338",2019-10-18,3
"2339",2019-10-19,3
"2340",2019-10-20,3
"2341",2019-10-21,6
"2342",2019-10-22,1
"2343",2019-10-23,7
"2344",2019-10-24,1
"2345",2019-10-25,7
"2346",2019-10-26,3
"2347",2019-10-27,5
"2348",2019-10-28,1
"2349",2019-10-30,4
"2350",2019-10-31,3
"2351",2019-11-01,5
"2352",2019-11-02,1
"2353",2019-11-03,2
"2354",2019-11-04,4
"2355",2019-11-05,4
"2356",2019-11-06,4
"2357",2019-11-07,4
"2358",2019-11-08,1
"2359",2019-11-09,3
"2360",2019-11-10,3
"2361",2019-11-11,4
"2362",2019-11-12,2
"2363",2019-11-13,3
"2364",2019-11-14,3
"2365",2019-11-15,3
"2366",2019-11-16,3
"2367",2019-11-18,2
"2368",2019-11-19,6
"2369",2019-11-20,4
"2370",2019-11-22,1
"2371",2019-11-23,2
"2372",2019-11-24,1
"2373",2019-11-25,3
"2374",2019-11-26,2
"2375",2019-11-27,3
"2376",2019-11-28,3
"2377",2019-11-29,5
"2378",2019-11-30,1
"2379",2019-12-01,6
"2380",2019-12-02,4
"2381",2019-12-03,3
"2382",2019-12-05,7
"2383",2019-12-06,2
"2384",2019-12-07,2
"2385",2019-12-08,1
"2386",2019-12-09,1
"2387",2019-12-10,9
"2388",2019-12-11,1
"2389",2019-12-12,7
"2390",2019-12-14,4
"2391",2019-12-15,4
"2392",2019-12-16,3
"2393",2019-12-17,5
"2394",2019-12-18,1
"2395",2019-12-19,7
"2396",2019-12-20,2
"2397",2019-12-21,4
"2398",2019-12-22,3
"2399",2019-12-23,3
"2400",2019-12-24,3
"2401",2019-12-25,2
"2402",2019-12-26,2
"2403",2019-12-27,4
"2404",2019-12-28,5
"2405",2019-12-29,5
"2406",2019-12-30,3
"2407",2019-12-31,7
